[2025-06-30 22:53:08] [INFO] [GET] [/] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/img/starladder/IMG_20190807_113117.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/forum/topics?limit=5] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/forum/topics?limit=5] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 8ms - Tamanho: 1470 bytes
[2025-06-30 23:19:51] [INFO] [GET] [/admin-carousel.html] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/css/style.css] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/js/app.js] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/js/admin-carousel.js] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/news/carousel/stats] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/news/carousel] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/news?limit=50] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/news/carousel] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 5ms - Tamanho: 36 bytes
[2025-06-30 23:19:51] [INFO] [GET] [/api/news?limit=50] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 5ms - Tamanho: 4727 bytes
[2025-06-30 23:19:51] [INFO] [GET] [/img/favicon.svg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/api/news/carousel/stats] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 26ms - Tamanho: 98 bytes
[2025-06-30 23:19:51] [INFO] [GET] [/img/ti2024.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/img/lol-worlds-2024.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:51] [INFO] [GET] [/img/starladder/IMG_20190807_113117.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:53] [INFO] [PATCH] [/api/news/3/featured] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:53] [INFO] [PATCH] [/api/news/3/featured] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 5ms - Tamanho: 1572 bytes
[2025-06-30 23:19:53] [INFO] [GET] [/api/news/carousel/stats] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:53] [INFO] [GET] [/api/news/carousel] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:53] [INFO] [GET] [/api/news?limit=50] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:53] [INFO] [GET] [/api/news/carousel] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 3ms - Tamanho: 1539 bytes
[2025-06-30 23:19:53] [INFO] [GET] [/api/news?limit=50] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 3ms - Tamanho: 4726 bytes
[2025-06-30 23:19:53] [INFO] [GET] [/api/news/carousel/stats] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 31ms - Tamanho: 99 bytes
[2025-06-30 23:19:54] [INFO] [GET] [/] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/css/style.css] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/js/app.js] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/js/admin-carousel.js] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/js/carousel.js] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/api/news?featured=true&limit=3] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/api/news?featured=true&limit=3] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 3ms - Tamanho: 1583 bytes
[2025-06-30 23:19:54] [INFO] [GET] [/img/favicon.svg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/api/news?page=1&limit=6] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/img/ti2024.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/api/news?page=1&limit=6] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 4ms - Tamanho: 4725 bytes
[2025-06-30 23:19:54] [INFO] [GET] [/img/lol-worlds-2024.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/img/starladder/IMG_20190807_113117.jpg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/api/forum/topics?limit=5] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:19:54] [INFO] [GET] [/api/forum/topics?limit=5] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 200 - Duração: 3ms - Tamanho: 1470 bytes
[2025-06-30 23:20:31] [INFO] [GET] [/todas-noticias] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:20:31] [ERROR] [GET] [/todas-noticias] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Erro capturado: ENOENT: no such file or directory, stat 'C:\Users\Douglas Hirose\Downloads\rush-news-site-corrigido\rush-news-site\src\public\todas-noticias.html'
[2025-06-30 23:20:31] [ERROR] Stack trace: Error: ENOENT: no such file or directory, stat 'C:\Users\Douglas Hirose\Downloads\rush-news-site-corrigido\rush-news-site\src\public\todas-noticias.html'
[2025-06-30 23:20:31] [INFO] [GET] [/todas-noticias] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Resposta enviada - Status: 404 - Duração: 2ms - Tamanho: 53 bytes
[2025-06-30 23:20:32] [INFO] [GET] [/favicon.ico] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
[2025-06-30 23:20:33] [INFO] [GET] [/img/favicon.svg] [IP: 127.0.0.1] [UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36] Requisição iniciada
